REFLEX	ETYMA	LEMMA	POS [OLD]	INFLECTION CLASS [OLD]	BASE TAGS [OLD]	REFLEX INFLECTED	ETYMA INFLECTED	INFLECTED TAGS [OLD]	FL2 [[OLD]]	IRREGULARITIES	CUT	ADDED	NOTES	SOURCE [NOTES]
memini:	['memonai']	MEMINI	Verb	Special	1-S-Pr-Act-Ind									
memor	['memnos']	MEMOR	Adjective	3	Nm-M/F/N-S-Ps	memoris	['memnozes']	Gn-M/F/N-S-Ps	G3	PHONOLOGY			[Phonology] -mn- to -m- is unparalleled.	
mentior	['mentjo:r']	MENTIOR	Verb	4	1-S-Pr-Dep-Ind	menti:tur	['mentjetor']	3-S-Pr-Dep-Ind	V3					
mentum	['mentom']	MENTUM	Noun	2	Nm-N-S	menti:	['menti:']	Gn-N-S	G2					
merda	['smerda:' 'merda:']	MERDA	Noun	1	Nm-F-S	merdae	['smerda:i:' 'merda:i:']	Gn-F-S	G1					
mereo:	['mere:o:']	MEREO	Verb	2	1-S-Pr-Act-Ind	meret	['mere:ti']	3-S-Pr-Act-Ind	V3					
mergo:	['mezgo:']	MERGO	Verb	3	1-S-Pr-Act-Ind	mergit	['mezgeti']	3-S-Pr-Act-Ind	V3	PHONOLOGY		TRUE	[Phonology] Normally z drops before a voiced consonant, lengthening the preceding vowel, but very unusually it seems to rhotacize before g.	
merula	['mezela:']	MERULA	Noun	1	Nm-F-S	merulae	['mezela:i:']	Gn-F-S	G1					
merx	['merks']	MERX	Noun	3	Nm-F-S								We did not give a genitive because the etymology is disputed.	
meto:	['meto:']	METO	Verb	3	1-S-Pr-Act-Ind	metit	['meteti']	3-S-Pr-Act-Ind	V3					
meus	['meos']	MEUS	Determiner	2	Nm-M-S-Ps	mei:	['mei:']	Gn-M-S-Ps	G2					
me:io:	['meiɣjo:']	MEIO	Verb	3	1-S-Pr-Act-Ind	me:it	['meiɣjeti']	3-S-Pr-Act-Ind	V3					
me:ns	['mentis']	MENS	Noun	3	Nm-F-S	mentis	['mentes']	Gn-F-S	G3					
me:nsa	['menssa:']	MENSA	Noun	1	Nm-F-S	me:nsae	['menssa:i:']	Gn-F-S	G1			TRUE		
me:nsis	['mensen']	MENSIS	Noun	3	Nm-M-S	me:nsis	['mensenes']	Gn-M-S	G3	MORPHOLOGY			[Morphology] The Latin nominative is remodeled into a -i stem; the -(e)n- suffix is preserved elsewhere in Sabellic.	
me:ta	['me:ta:']	META	Noun	1	Nm-F-S	me:tae	['me:ta:i:']	Gn-F-S	G1					
migro:	['migra:jo:']	MIGRO	Verb	1	1-S-Pr-Act-Ind	migrat	['migra:jeti']	3-S-Pr-Act-Ind	V3					
mihi	['meɣei']	MIHI	Pronoun	Special	Dt-M-S					PHONOLOGY, PHONOLOGY			[Phonology] The short -i- in the first syllable is probably because the form was usually enclitic. [Phonology] The final syllable eventually undergoes iambic shortening.	
milium	['meljom']	MILIUM	Noun	2	Nm-N-S	mili:	['melji:']	Gn-N-S	G2					
minae	['mena:s']	MINAE	Noun	1	Nm-F-P	mina:rum	['mena:zom']	Gn-F-P	G1P	ANALOGY, PARADIGM LEVELING			[Morphology] Latin substituted -i for the -s of Sabellic plurals. [Paradigm Leveling] Unstressed -min- from verbal forms was apparently inserted into initial syllables.	
miŋgo	['minɣo:']	MINGO	Verb	3	1-S-Pr-Act-Ind	miŋgit	['minɣeti']	3-S-Pr-Act-Ind	V3			TRUE		
minister	['minosteros']	MINISTER	Noun	2	Nm-M-S	ministri:	['minosteri:']	Gn-M-S	G2					
minor	['mino:s']	PARVUS	Adjective	3	Nm-M/F-S-Cm	mino:ris	['mino:res']	Gn-M/F-S-Cm	G3	PARADIGM LEVELING			[Paradigm Leveling] The nom. sg. has an -r- from the oblique stem.	
minuo:	['minwo:']	MINUO	Verb	3	1-S-Pr-Act-Ind	minuit	['minweti']	3-S-Pr-Act-Ind	V1					
minus	['minos']	PARVUS	Adverb		Cm									
misceo:	['miksko:']	MISCEO	Verb	2	1-S-Pr-Act-Ind	miscet	['miksketi']	3-S-Pr-Act-Ind	V3	MORPHOLOGY			[Morphology] The verb became 2nd conjugation for some reason; not a phonetic change.	
miser	['misros']	MISER	Adjective	2	Nm-M-S-Ps	miseri:	['misri:']	Gn-M-S-Ps	G1					
mitto:	['meito:']	MITTO	Verb	3	1-S-Pr-Act-Ind	mittit	['meiteti']	3-S-Pr-Act-Ind	V3	PHONOLOGY			[Phonology] Quantitative metathesis (meit > mi:t > mit:). (A rare but occasional effect).	
mixtus	['mikstos']	MISCEO	Participle	2	Pf-Psv-Nm-M-S-Ps	mixti:	['miksti:']	Pf-Psv-Gn-M-S-Ps	G2					
mi:ca	['smi:ka:' 'meika:']	MICA	Noun	1	Nm-F-S	mi:cae	['smi:ka:i:' 'meika:i:']	Gn-F-S	G1					
mi:lle	['smi:ɣesli:']	MILLE	Numeral	Special	Any-M/F/N-S									
mi:rus	['smeiros']	MIRUS	Adjective	2	Nm-M-S-Ps	mi:ri:	['smeiri:']	Gn-M-S-Ps	G2					
mi:tis	['mi:tis']	MITIS	Adjective	3	Nm-M/F-S-Ps	mi:tis	['mi:tes']	Gn-M/F-S-Ps	G3					
modus	['medo:s']	MODUS	Noun	2	Nm-M-S	modi:	['medi:']	Gn-M-S	G2	PHONOLOGY			[Phonology] Some maneuvering is required to get the -o-.	
moenia	['moinia']	MOENIA	Noun	2	Nm-N-P	moenium	['moinio:m']	Gn-N-P	G3P	PHONOLOGY		TRUE	[Phonology] The -oe- fails to become -u:-.	
mola	['mola:']	MOLA	Noun	1	Nm-F-S	molae	['mola:i:']	Gn-F-S	G2					
mollis	['molduis']	MOLLIS	Adjective	3	Nm-M/F-S-Ps	mollis	['moldues']	Gn-M/F-S-Ps	G3					
molluscus	['molduskos']	MOLLUSCUS	Adjective	2	Nm-M-S-Ps	mollusci:	['molduski:']	Gn-M-S-Ps	G2					
molo:	['melo:']	MOLO	Verb	3	1-S-Pr-Act-Ind	molit	['meleti']	3-S-Pr-Act-Ind	G3					
moneo:	['monejeo:']	MONEO	Verb	2	1-S-Pr-Act-Ind	monet	['monejeti']	3-S-Pr-Act-Ind	V3					
mora	['mora:']	MORA	Noun	1	Nm-F-S	morae	['mora:i:']	Gn-F-S	G2			TRUE		
morbus	['morβos']	MORBUS	Noun	2	Nm-M-S	morbi:	['morβi:']	Gn-M-S	G2			TRUE		
mordeo:	['mordejeo:']	MORDEO	Verb	2	1-S-Pr-Act-Ind	mordet	['mordejeti']	3-S-Pr-Act-Ind	V3					
morior	['morjo:r']	MORIOR	Verb	3	1-S-Pr-Dep-Ind	moritur	['morjetor']	3-S-Pr-Dep-Ind	V3					
mors	['mortis']	MORS	Noun	3	Nm-F-S	mortis	['mortes']	Gn-F-S	G3					
moveo:	['mawejo:']	MOVEO	Verb	2	1-S-Pr-Act-Ind	movet	['mawejeti']	3-S-Pr-Act-Ind	V3					
mo:bilis	['moweðlis']	MOBILIS	Adjective	3	Nm-M/F-S-Ps	mo:bilis	['moweðles']	Gn-M/F-S-Ps	G3					
mo:mentum	['mowementom']	MOMENTUM	Noun	2	Nm-N-S	mo:menti:	['mowementi:']	Gn-N-S	G2					
mo:ns	['montis']	MONS	Noun	3	Nm-M-S	montis	['montes']	Gn-M-S	G3					
mo:nstrum	['monestrom']	MONSTRUM	Noun	2	Nm-N-S	mo:nstri:	['monestri:']	Gn-N-S	G2					
mo:s	['mo:s']	MOS	Noun	3	Nm-M-S	mo:ris	['mo:ses']	Gn-M-S	G3					
mo:tus	['mowetos']	MOVEO	Participle	2	Pf-Psv-Nm-M-S-Ps	mo:ti:	['moweti:']	Pf-Psv-Gn-M-S-Ps	G2					
mo:vi:	['mowawai']	MOVEO	Verb	2	1-S-Pf-Act-Ind									
mulgeo:	['molgejeo:']	MULGEO	Verb	2	1-S-Pr-Act-Ind	mulget	['molgejeti']	3-S-Pr-Act-Ind						
muliebris	['muliesris']	MULIEBRIS	Adjective	3	Nm-M/F-S-Ps	muliebris	['muliesres']	Gn-M/F-S-Ps	G3			TRUE		
mulier	['muljes']	MULIER	Noun	3	Nm-F-S	mulieris	['muljeres']	Gn-F-S	G3					
mulleus	['molwejos']	MULLEUS	Adjective	2	Nm-M-S-Ps	mullei:	['molweji:']	Gn-M-S-Ps	G2					
multus	['moltos']	MULTUS	Adjective	2	Nm-M-S-Ps	multi:	['molti:']	Gn-M-S-Ps	G2					
mundus	['mudnos']	MUNDUS	Adjective	2	Nm-M-S-Ps	mundi:	['mudni:']	Gn-M-S-Ps	G2			TRUE		
murmuro:	['mormora:jo:']	MURMURO	Verb	1	1-S-Pr-Act-Ind	murmurat	['mormora:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
musca	['muska:']	MUSCA	Noun	1	Nm-F-S	muscae	['muska:i:']	Gn-F-S	G1			TRUE		
mu:cus	['moukos']	MUCUS	Noun	2	Nm-M-S	mu:ci:	['mouki:']	Gn-M-S	G2					
mu:lus	['mukslos']	MULUS	Noun	2	Nm-M-S	mu:li:	['muksli:']	Gn-M-S	G2					
mu:nus	['moinos']	MUNUS	Noun	3	Nm-N-S	mu:neris	['moinezos']	Gn-N-S	G3					
mu:rus	['moiros']	MURUS	Noun	2	Nm-M-S	mu:ri:	['moiri:']	Gn-M-S	G2					
mu:s	['mu:s']	MUSCA	Noun	3	Nm-M/F-S	mu:ris	['mu:ses']	Gn-M/F-S	G3					
mu:scus	['mu:skos']	MUSCUS	Noun	2	Nm-M-S	mu:sci:	['mu:ski:']	Gn-M-S	G2			TRUE		
mu:tus	['mu:tos']	MUTUS	Adjective	2	Nm-M-S-Ps	mu:ti:	['mu:ti:']	Gn-M-S-Ps	G2			TRUE		
mu:tuus	['moitowos']	MUTUUS	Adjective	2	Nm-M-S-Ps	mu:tui:	['moitowi:']	Gn-M-S-Ps	G2			TRUE		
nanci:scor	['nankisko:r']	NANCISCOR	Verb	3	1-S-Pr-Dep-Ind	nanci:scitur	['nankisketor']	3-S-Pr-Dep-Ind	V3	MORPHOLOGY			[Morphology] The inherited -sk- verbs have a preceding short vowel.	
narro:	['gna:ra:jo:']	NARRO	Verb	1	1-S-Pr-Act-Ind	narrat	['gna:ra:jeti:']	3-S-Pr-Act-Ind	V3					
nauta	['navita']	NAUTA	Noun	1	Nm-M-S	nautae	['navita:i:']	Gn-M-S	G1			TRUE		
na:s	['na:s']	NAS	Noun	3	Nm-F-S	na:ris	['na:ses']	Gn-F-S	G3			TRUE		
na:scor	['gna:sko:r']	NASCOR	Verb	3	1-S-Pr-Dep-Ind	na:scitur	['gna:sketor']	3-S-Pr-Dep-Ind	V3					
na:ti:vus	['gna:ti:wos']	NATIVUS	Adjective	2	Nm-M-S-Ps	na:ti:vi:	['gna:ti:wi:']	Gn-M-S-Ps	G2					
na:tus	['gna:tos']	NASCOR	Participle	2	Pf-Dep-Nm-M-S-Ps	na:ti:	['na:ti:']	Pf-Dep-Gn-M-S-Ps	G2					
na:vis	['na:us']	NAVIS	Noun	3	Nm-F-S	na:vis	['na:wes']	Gn-F-S	G3	PARADIGM LEVELING		TRUE	[Paradigm Leveling] The nominative is remodeled into an ordinary-looking i-stem from the oblique forms.	
nebula	['neβela:']	NEBULA	Noun	1	Nm-F-S	nebulae	['neβela:i:']	Gn-F-S	G1					
nemus	['nemos']	NEMUS	Noun	3	Nm-N-S	nemoris	['nemozes']	Gn-N-S	G3			TRUE		
neo:	['ne:jeo:']	NEO	Verb	2	1-S-Pr-Act-Ind	net	['ne:jeti']	3-S-Pr-Act-Ind	V3					
nepo:s	['nepo:ts']	NEPOS	Noun	3	Nm-M/F-S	nepo:tis	['nepo:tes']	Gn-M/F-S	G3					
nex	['neks']	NEX	Noun	3	Nm-F-S	necis	['nekes']	Gn-F-S	G3					
niŋgit	['sninɣʷeti']	NINGO	Verb	3	3-S-Pr-Act-Ind									
nix	['sniks']	NIX	Noun	3	Nm-F-S	nivis	['sniɣʷos']	Gn-F-S	G3					
ni:dor	['kni:do:s']	NIDOR	Noun	3	Nm-M-S	ni:do:ris	['kni:do:ses']	Gn-M-S	G3	PARADIGM LEVELING			[Paradigm Leveling] The nominative gets r from the oblique cases, and the oblique cases get o: from the nominative.	
ni:dus	['nizdos']	NIDUS	Noun	2	Nm-M-S	ni:di:	['nizdi:']	Gn-M-S	G2					
ni:sus	['kneiɣʷsos']	NITOR	Participle	2	Pf-Psv-Nm-M-S-Ps	ni:si:	['kneiɣʷsi:']	Pf-Psv-Gn-M-S-Ps	G2			TRUE		
ni:tor	['kniɣʷeto:r']	NITOR	Verb	3	1-S-Pr-Dep-Ind	ni:titur	['kniɣʷetetor']	3-S-Pr-Dep-Ind	V3			TRUE		
noceo:	['nokejeo:']	NOCEO	Verb	2	1-S-Pr-Act-Ind	nocet	['nokejeti']	3-S-Pr-Act-Ind	V3					
noster	['nosteros']	NOSTER	Determiner	2	Nm-M-S-Ps	nostri:	['nosteri:']	Gn-M-S-Ps	G2					
nova:cula	['ksnowa:tla:']	NOVACULA	Noun	1	Nm-F-S	nova:culae	['ksnowa:tla:i:']	Gn-F-S	G1					
novo:	['nowa:jo:']	NOVO	Verb	1	1-S-Pr-Act-Ind	novat	['nowa:jeti']	3-S-Pr-Act-Ind	V3					
novus	['nowos']	NOVUS	Adjective	2	Nm-M-S-Ps	novi:	['nowi:']	Gn-M-S-Ps	G2					
nox	['nokts']	NOX	Noun	3	Nm-F-S	noctis	['noktos']	Gn-F-S	G3					
no:	['sna:jo:']	NO	Verb	1	1-S-Pr-Act-Ind	nat	['sna:jeti:']	3-S-Pr-Act-Ind	V3					
no:men	['nomen']	NOMEN	Noun	3	Nm-N-S	no:minis	['nomenes']	Gn-N-S	G3					
no:s	['no:s']	NOS	Pronoun	Special	Nm-M/F/N-P									
no:sco:	['gno:sko:']	NOSCO	Verb	3	1-S-Pr-Act-Ind	no:scit	['gno:sketi']	3-S-Pr-Act-Ind	V3					
numerus	['nomezos']	NUMERUS	Noun	2	Nm-M-S	numeri:	['nomezi:']	Gn-M-S	G2					
nurus	['snuzus']	NURUS	Noun	4	Nm-F-S	nuru:s	['snuzuos']	Gn-F-S	G4					
nux	['knuks']	NUX	Noun	3	Nm-F-S	nucis	['knukes']	Gn-F-S	G3					
nu:be:s	['nouðs']	NUBES	Noun	3	Nm-F-S	nu:bis	['nouðis']	Gn-F-S	G3	PARADIGM LEVELING			[Paradigm leveling] The nominative nubs is attested, but the stem was evidently reimported to the nominative with the -e:s of obscure origin found in a few other nouns (sede:s, caede:s, vate:s).	
nu:dus	['nogʷodos']	NUDUS	Adjective	2	Nm-M-S-Ps	nu:di:	['nogʷodi:']	Gn-M-S-Ps	G2					
nu:llus	['noinolos']	NULLUS	Adjective	2	Nm-M-S-Ps								No genitive is given because this word has the pronominal gen. in -i:us of debated origin, making the P. Ital. form uncertain.	
nu:trio:	['snoutrjo:']	NUTRIO	Verb	4	1-S-Pr-Act-Ind	nu:trit	['snoutrjeti']	3-S-Pr-Act-Ind	V3					
nu:tri:x	['snoutri:tri:ks']	NUTRIX	Noun	3	Nm-F-S	nu:tri:cis	['snoutri:tri:kes']	Gn-F-S	G3				P. Ital. probably did not have -ks but just -i:.	
nu:ntius	['nountios']	NUNTIUS	Noun	2	Nm-M-S	nu:nti:	['nountii:']	Gn-M-S	G2			TRUE		
ob	['op']	OB	Preposition											
obscu:rus	['obskoiros']	OBSCURUS	Adjective	2	Nm-M-S-Ps	obscu:ri:	['obskoiri:']	Gn-M-S-Ps	G2			TRUE		
obsidium	['obsedjom']	OBSIDIUM	Noun	2	Nm-N-S	obsidi:	['obsedji:']	Gn-N-S	G2			TRUE		
occa	['oketa:']	OCCA	Noun	1	Nm-F-S	occae	['oketa:i:']	Gn-F-S	G1	PHONOLOGY		TRUE	[Phonology] If oketa:, suggested by other IE languages, is correctly reconstructed, then oketa: > okita: > otika: > ot'ka: > okka; the metathesis is unparalleled. Possibly a borrowing from another dialect?	
occulo:	['obkelo:']	OCCULO	Verb	3	1-S-Pr-Act-Ind	occulit	['obkeleti']	3-S-Pr-Act-Ind	V3			TRUE		
octa:vus	['okta:wos']	OCTAVUS	Adjective	2	Nm-M-S-Ps	octa:vi:	['okta:wi:']	Gn-M-S-Ps	G2					
octo:	['okto:']	OCTO	Numeral									TRUE		
ocris	['okris']	OCRIS	Noun	3	Nm-M-S	ocris	['okres']	Gn-M-S	G3			TRUE		
oculus	['okʷelos']	OCULUS	Noun	2	Nm-M-S	oculi:	['okʷeli:']	Gn-M-S	G2					
odor	['odo:s']	ODOR	Noun	3	Nm-M-S	odo:ris	['odo:res']	Gn-M-S	G3	PARADIGM LEVELING			[Paradigm leveling] The nominative singular has an -r- from the oblique stem; the oblique stem has a long o from the nom.	
officio:	['opifakjo:']	OFFICIO	Verb	3	1-S-Pr-Act-Ind	officit	['opifakjeti:']	3-S-Pr-Act-Ind	V3					
officium	['opifakjom']	OFFICIUM	Noun	2	Nm-N-S	offici:	['opifakji:']	Gn-N-S	G2					
oleo:	['ode:o:']	OLEO	Verb	2	1-S-Pr-Act-Ind	olet	['ode:eti']	3-S-Pr-Act-Ind	V3	PHONOLOGY			[Phonology] -l- > -d-/V_V, a sporadic change.	
olo:	['odo:']	OLO	Verb	3	1-S-Pr-Act-Ind	olit	['odeti']	3-S-Pr-Act-Ind	V3	PHONOLOGY			[Phonology] -l- > -d-/V_V, a sporadic change.	
olor	['elo:r']	OLOR	Noun	3	Nm-M-S	olo:ris	['elores']	Gn-M-S	G3	PARADIGM LEVELING			[Paradigm Leveling] The nominative singular has an -r- from the oblique stem; the oblique stem has a long o from the nom.	
omnis	['opnis']	OMNIS	Adjective	3	Nm-M/F-S-Ps	omnis	['opnes']	Gn-M/F-S-Ps	G3					
onus	['onos']	ONUS	Noun	3	Nm-N-S	oneris	['onezes']	Gn-N-S	G3					
oppidum	['oppedom']	OPPIDUM	Noun	2	Nm-N-S	oppidi:	['oppedi:']	Gn-N-S	G2					
opa:cus	['opwa:kos']	OPACUS	Adjective	2	Nm-M-S-Ps	opa:ci:	['opwa:ki:']	Gn-M-S-Ps	G2			TRUE		
operio:	['opwerjo:']	OPERIO	Verb	4	1-S-Pr-Act-Ind	operit	['opwerjeti']	3-S-Pr-Act-Ind	V3			TRUE		
oportet	['opworte:eti']	OPORTO	Verb	2	3-S-Pr-Act-Ind							TRUE		
ops	['ops']	OPS	Noun	3	Nm-F-S	opis	['opes']	Gn-F-S	G3			TRUE		
opto:	['opita:jo:']	OPTO	Verb	1	1-S-Pr-Act-Ind	optat	['opita:jeti']	3-S-Pr-Act-Ind	V3			TRUE		
opus	['opos']	OPUS	Noun	3	Nm-N-S	operis	['opezes']	Gn-N-S	G3			TRUE		
orbis	['orβis']	ORBIS	Noun	3	Nm-M-S	orbis	['orβes']	Gn-M-S	G3			TRUE		
orbus	['orβos']	ORBUS	Adjective	2	Nm-M-S-Ps	orbi:	['orβi:']	Gn-M-S-Ps	G3			TRUE		
orior	['orjo:r']	ORIOR	Verb	4	1-S-Pr-Dep-Ind	ori:tur	['orjetor']	3-S-Pr-Dep-Ind	V3					
os	['ost']	OS1	Noun	3	Nm-N-S	ossis	['ostos']	Gn-N-S	G3			TRUE	NOTE: Or nominative singular *osts?	
ovis	['owis']	OVIS	Noun	3	Nm-F-S	ovis	['owes']	Gn-F-S	G3					
o:di:	['o:dai']	ODI	Verb	Special	1-S-Pr-Act-Ind									
o:lla	['auksla:']	OLLA	Noun	1	Nm-F-S	o:llae	['auksla:i:']	Gn-F-S	G1					
o:men	['okwsmen']	OMEN	Noun	3	Nm-N-S	o:minis	['okwsmenes']	Gn-N-S	G3			TRUE		
o:pilos	['owipolos']	OPILIO	Noun	3	Nm-M-S					PHONOLOGY		TRUE	[Phonology] owi- should yield u:. Is this Sabellic? The Latin word is opilio: with an -io suffix; the underlying compound is not attested as such.	
o:rdo:	['ordo:']	ORDO	Noun	3	Nm-M-S	o:rdinis	['ordenes']	Gn-M-S	G3	PHONOLOGY			[Phonology] The o: is apparently secondary.	
o:s	['o:s']	OS2	Noun	3	Nm-N-S	o:ris	['o:ses']	Gn-N-S	G3					
o:vum	['o:wom']	OVUM	Noun	2	Nm-N-S	o:vi:	['o:wi:']	Gn-N-S	G2					
pala:tum	['pala:tom']	PALATUM	Noun	2	Nm-N-S	pala:ti:	['pala:ti:']	Gn-N-S	G2			TRUE		
palea	['paleja:']	PALEA	Noun	1	Nm-F-S	paleae	['paleja:i:']	Gn-F-S	G1			TRUE		
palleo:	['palwe:o:']	PALLEO	Verb	2	1-S-Pr-Act-Ind	pallet	['palwe:eti']	3-S-Pr-Act-Ind	V3			TRUE		
palma	['palama:']	PALMA	Noun	1	Nm-F-S	palmae	['palama:i:']	Gn-F-S	G1			TRUE		
palu:s	['palu:ts']	PALUS	Noun	3	Nm-F-S	palu:dis	['palu:des']	Gn-F-S	G3					
pando:	['pandno:']	PANDO	Verb	3	1-S-Pr-Act-Ind	pandit	['pandneti']	3-S-Pr-Act-Ind	V3					
paŋgo:	['pango:']	PANGO	Verb	3	1-S-Pr-Act-Ind	paŋgit	['pangeti']	3-S-Pr-Act-Ind	V3					
parco:	['pearko:']	PARCO	Verb	3	1-S-Pr-Act-Ind	parcit	['pearketi']	3-S-Pr-Act-Ind	V3					
pario:	['parjo:']	PARIO	Verb	3	1-S-Pr-Act-Ind	parit	['parjeti']	3-S-Pr-Act-Ind	V3					
paro:	['para:jo:']	PARO	Verb	1	1-S-Pr-Act-Ind	parat	['para:jeti']	3-S-Pr-Act-Ind	V3					
parra	['parasa:']	PARRA	Noun	1	Nm-F-S	parrae	['parasa:i:']	Gn-F-S	G1				The second -a- is a guess; only V can be securely reconstructed.	
pars	['partis']	PARS	Noun	3	Nm-F-S	partis	['partes']	Gn-F-S	G3					
particeps	['partikaps']	PARTICEPS	Adjective	3	Nm-M/F/N-S-Ps	participis	['partikapes']	Gn-M/F/N-S-Ps	G3					
parvus	['pauros']	PARVUS	Adjective	2	Nm-M-S-Ps	parvi:	['parvi:']	Gn-M-S-Ps	G2	PHONOLOGY			[Phonology] This form has a rare metathesis (-ur- > -ru-), as does parvus (-ur- > -rv-, the mirror image change).	
passer	['pattros']	PASSER	Noun	3	Nm-M-S								We leave off the genitive singular since it is the source of a paradigm split; passeri: is generated from the nominative.	
passus	['patstus']	PASSUS	Noun	2	Nm-M-S	passi:	['patsti:']	Gn-M-S	G2					
pateo:	['pate:o:']	PATEO	Verb	2	1-S-Pr-Act-Ind	patet	['pate:eti']	3-S-Pr-Act-Ind	V3			TRUE		
pater	['pate:r']	PATER	Noun	3	Nm-M-S	patris	['patres']	Gn-M-S	G3					
patior	['patjo:r']	PATIOR	Verb	3	1-S-Pr-Dep-Ind	patitur	['patjetor']	3-S-Pr-Dep-Ind	V3			TRUE		
paucus	['paukos']	PAUCUS	Adjective	2	Nm-M-S-Ps	pauci:	['pauki:']	Gn-M-S-Ps	G2					
paulus	['paurelos']	PAULUS	Adjective	2	Nm-M-S-Ps	pauli:	['paureli:']	Gn-M-S-Ps	G2					
pauper	['pauperos']	PAUPER	Adjective	3	Nm-M/F/N-S-Ps	pauperi	['pauperi:']	Gn-M/F/N-S-Ps	G2					
paveo:	['pawe:o:']	PAVEO	Verb	2	1-S-Pr-Act-Ind	pavet	['pawe:eti']	3-S-Pr-Act-Ind	V3					
pavio:	['pawjo:']	PAVIO	Verb	4	1-S-Pr-Act-Ind	pavit	['pawjeti']	3-S-Pr-Act-Ind	V3					
pa:la	['paksla:']	PALA	Noun	1	Nm-F-S	pa:lae	['paksla:i:']	Gn-F-S	G1			TRUE		
pa:lor	['pa:la:jo:r']	PALOR	Verb	1	1-S-Pr-Dep-Ind	pa:la:tur	['pa:la:jetor']	3-S-Pr-Dep-Ind	V3			TRUE		
pa:lus	['pa:kslos']	PALUS	Noun	2	Nm-M-S	pa:li:	['pa:ksli:']	Gn-M-S	G2					
pa:nis	['pa:stnis']	PANIS	Noun	3	Nm-M-S	pa:nis	['pa:stnes']	Gn-M-S	G3					
pa:reo:	['pa:ze:o:']	PAREO	Verb	2	1-S-Pr-Act-Ind	pa:ret	['pa:re:eti']	3-S-Pr-Act-Ind	V3					
parrici:da	['pa:rikaida']	PARRICIDA	Noun	1	Nm-M/F-S	parrici:dae	['pa:rikaida:i:']	Gn-M/F-S	G1	PHONOLOGY		TRUE	[Phonology] Littera rule? (if pa:r is correctly reconstructed.)	
pa:sco:	['pa:sko:']	PASCO	Verb	3	1-S-Pr-Act-Ind	pa:scit	['pa:sketi']	3-S-Pr-Act-Ind	V3					
pa:x	['pa:ks']	PAX	Noun	3	Nm-F-S	pa:cis	['pa:kes']	Gn-F-S	G3					
pecco:	['petka:jo:']	PECCO	Verb	1	1-S-Pr-Act-Ind	peccat	['petka:jeti']	3-S-Pr-Act-Ind	V3				Dubious etymology.	
pecten	['pekten']	PECTEN	Noun	3	Nm-M-S	pectinis	['pektenes']	Gn-M-S	G3					
pecto:	['pekto:']	PECTO	Verb	3	1-S-Pr-Act-Ind	pectit	['pekteti']	3-S-Pr-Act-Ind	V3					
pectus	['pektos']	PECTUS	Noun	3	Nm-N-S	pectoris	['pektozes']	Gn-N-S	G3					
pecu:	['peku']	PECU	Noun	4	Nm-N-S	pecu:s	['pekwos']	Gn-N-S	G4					
pellis	['pelnis']	PELLIS	Noun	3	Nm-F-S	pellis	['pelnes']	Gn-F-S	G3					
pello:	['pelna:jo:']	PELLO	Verb	1	1-S-Pr-Act-Ind	pellat	['pelna:jeti']	3-S-Pr-Act-Ind	V3					
pendeo:	['pende:jo:']	PENDEO	Verb	2	1-S-Pr-Act-Ind	pendet	['pende:jeti']	3-S-Pr-Act-Ind	V3					
pendo:	['pendo:']	PENDO	Verb	3	1-S-Pr-Act-Ind	pendit	['pendeti']	3-S-Pr-Act-Ind	V3					
penes	['penets']	PENES	Preposition											
penna	['petna:']	PENNA	Noun	1	Nm-F-S	pennae	['petna:i:']	Gn-F-S	G1					
penus	['penos']	PENUS	Noun	3	Nm-N-S	penoris	['penozes']	Gn-N-S	G3					
per	['peri']	PER	Preposition											
perdo:	['perido:']	PERDO	Verb	3	1-S-Pr-Act-Ind	perdit	['peridati']	3-S-Pr-Act-Ind	V3					
peregre:	['pereagro']	PEREGRE	Adverb		Ps									
peregre	['pereagro']	PEREGRE	Adverb		Ps									
perfacilis	['perifakelis']	PERFACILIS	Adjective	3	Nm-M/F-S-Ps			Gn-M/F-S-Ps						
perfectus	['perifaktos']	PERFICIO	Participle	2	Pf-Psv-Nm-M-S-Ps									
perficio:	['perifakjo:']	PERFICIO	Verb	3	1-S-Pr-Act-Ind									
peri:culum	['pereitlom']	PERICULUM	Noun	2	Nm-N-S	peri:culi:	['pereitli:']	Gn-N-S	G2			TRUE		
permultus	['perimoltos']	PERMULTUS	Adjective	2	Nm-M-S-Ps									
perna	['perzna:']	PERNA	Noun	1	Nm-F-S	pernae	['perzna:i:']	Gn-F-S	G1					
perperus	['periperos']	PERPERUS	Adjective	2	Nm-M-S-Ps	perperi:	['periperi:']	Gn-M-S-Ps	G2					
pertica	['perth' 'pertika:']	PERTICA	Noun	1	Nm-F-S			Gn-F-S						
pessimus	['pessemos']	MALUS1	Adjective	2	Nm-M-S-Sp									
pessum	['pedtom']	PESSUM	Adverb		Ps									
peto:	['peto:']	PETO	Verb	3	1-S-Pr-Act-Ind	petit	['peteti']	3-S-Pr-Act-Ind	V3			TRUE		
pe:dis	['pezdis']	PEDIS	Noun	3	Nm-M-S									
pe:do:	['pezdo:']	PEDO	Verb	3	1-S-Pr-Act-Ind									
pe:nis	['petznis']	PENIS	Noun	3	Nm-M-S	pe:nis	['petznes']	Gn-M-S	G3					
